,NAME,DATE,PRCP,SNOW,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,YEAR,PRCP_calc,SNOW_calc,Weather_cond
0,"PROVIDENCE, RI US",2016-01-01,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
1,"PROVIDENCE, RI US",2016-01-02,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
2,"PROVIDENCE, RI US",2016-01-03,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
3,"PROVIDENCE, RI US",2016-01-04,0.0,0.3,1.0,,,,,,,,,2016,n,y,Snow
4,"PROVIDENCE, RI US",2016-01-05,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
5,"PROVIDENCE, RI US",2016-01-06,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
6,"PROVIDENCE, RI US",2016-01-07,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
7,"PROVIDENCE, RI US",2016-01-08,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
8,"PROVIDENCE, RI US",2016-01-09,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
9,"PROVIDENCE, RI US",2016-01-10,1.41,0.0,1.0,,1.0,,,,,,,2016,y,n,Thunderstorm
10,"PROVIDENCE, RI US",2016-01-11,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
11,"PROVIDENCE, RI US",2016-01-12,0.22,0.0,1.0,,,,,,,,,2016,y,n,Rain
12,"PROVIDENCE, RI US",2016-01-13,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
13,"PROVIDENCE, RI US",2016-01-14,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
14,"PROVIDENCE, RI US",2016-01-15,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
15,"PROVIDENCE, RI US",2016-01-16,0.83,0.0,1.0,,,,,,,,,2016,y,n,Rain
16,"PROVIDENCE, RI US",2016-01-17,0.12,1.3,1.0,,,,,,,1.0,,2016,y,y,Snow
17,"PROVIDENCE, RI US",2016-01-18,0.02,0.4,1.0,,,,,,,,,2016,y,y,Snow
18,"PROVIDENCE, RI US",2016-01-19,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
19,"PROVIDENCE, RI US",2016-01-20,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
20,"PROVIDENCE, RI US",2016-01-21,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
21,"PROVIDENCE, RI US",2016-01-22,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
22,"PROVIDENCE, RI US",2016-01-23,0.43,5.3,1.0,,,,,,,,1.0,2016,y,y,Snow
23,"PROVIDENCE, RI US",2016-01-24,0.0,0.0,,,,,,,,1.0,,2016,n,n,Smoke
24,"PROVIDENCE, RI US",2016-01-25,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
25,"PROVIDENCE, RI US",2016-01-26,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
26,"PROVIDENCE, RI US",2016-01-27,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
27,"PROVIDENCE, RI US",2016-01-28,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
28,"PROVIDENCE, RI US",2016-01-29,0.0,0.0,1.0,1.0,,,,,,1.0,,2016,n,n,Fog
29,"PROVIDENCE, RI US",2016-01-30,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
30,"PROVIDENCE, RI US",2016-01-31,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
31,"PROVIDENCE, RI US",2016-02-01,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
32,"PROVIDENCE, RI US",2016-02-02,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
33,"PROVIDENCE, RI US",2016-02-03,0.94,0.0,1.0,,,,,,,,,2016,y,n,Rain
34,"PROVIDENCE, RI US",2016-02-04,0.19,0.0,1.0,,,,,,,,,2016,y,n,Rain
35,"PROVIDENCE, RI US",2016-02-05,1.02,5.1,1.0,1.0,,1.0,,,,,,2016,y,y,Snow
36,"PROVIDENCE, RI US",2016-02-06,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
37,"PROVIDENCE, RI US",2016-02-07,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
38,"PROVIDENCE, RI US",2016-02-08,0.58,5.6,1.0,1.0,,,,,,,,2016,y,y,Snow
39,"PROVIDENCE, RI US",2016-02-09,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
40,"PROVIDENCE, RI US",2016-02-10,0.02,0.3,1.0,,,,,,,,,2016,y,y,Snow
41,"PROVIDENCE, RI US",2016-02-11,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
42,"PROVIDENCE, RI US",2016-02-12,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
43,"PROVIDENCE, RI US",2016-02-13,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
44,"PROVIDENCE, RI US",2016-02-14,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
45,"PROVIDENCE, RI US",2016-02-15,0.2,0.5,1.0,,,,,1.0,,,,2016,y,y,Snow
46,"PROVIDENCE, RI US",2016-02-16,0.68,0.0,1.0,1.0,,,,1.0,,,,2016,y,n,Snow
47,"PROVIDENCE, RI US",2016-02-17,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
48,"PROVIDENCE, RI US",2016-02-18,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
49,"PROVIDENCE, RI US",2016-02-19,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
50,"PROVIDENCE, RI US",2016-02-20,0.01,0.0,1.0,,,,,,,,,2016,y,n,Rain
51,"PROVIDENCE, RI US",2016-02-21,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
52,"PROVIDENCE, RI US",2016-02-22,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
53,"PROVIDENCE, RI US",2016-02-23,0.02,0.0,1.0,,,,,,,,,2016,y,n,Rain
54,"PROVIDENCE, RI US",2016-02-24,0.78,0.0,1.0,,,,,,,,,2016,y,n,Rain
55,"PROVIDENCE, RI US",2016-02-25,0.88,0.0,1.0,,1.0,,,,,,,2016,y,n,Thunderstorm
56,"PROVIDENCE, RI US",2016-02-26,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
57,"PROVIDENCE, RI US",2016-02-27,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
58,"PROVIDENCE, RI US",2016-02-28,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
59,"PROVIDENCE, RI US",2016-02-29,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
60,"PROVIDENCE, RI US",2016-03-01,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
61,"PROVIDENCE, RI US",2016-03-02,0.29,0.0,1.0,,,,,,,,,2016,y,n,Rain
62,"PROVIDENCE, RI US",2016-03-03,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
63,"PROVIDENCE, RI US",2016-03-04,0.0,0.0,1.0,,,,,,,1.0,,2016,n,n,Fog
64,"PROVIDENCE, RI US",2016-03-05,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
65,"PROVIDENCE, RI US",2016-03-06,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
66,"PROVIDENCE, RI US",2016-03-07,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
67,"PROVIDENCE, RI US",2016-03-08,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
68,"PROVIDENCE, RI US",2016-03-09,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
69,"PROVIDENCE, RI US",2016-03-10,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
70,"PROVIDENCE, RI US",2016-03-11,0.09,0.0,1.0,,,,,,,,,2016,y,n,Rain
71,"PROVIDENCE, RI US",2016-03-12,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
72,"PROVIDENCE, RI US",2016-03-13,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
73,"PROVIDENCE, RI US",2016-03-14,0.5,0.0,1.0,,,1.0,,,,,,2016,y,n,Rain
74,"PROVIDENCE, RI US",2016-03-15,1.13,0.0,1.0,,,,,,,,,2016,y,n,Rain
75,"PROVIDENCE, RI US",2016-03-16,0.02,0.0,,,,,,,,,,2016,y,n,Rain
76,"PROVIDENCE, RI US",2016-03-17,0.04,0.0,1.0,,,,,,,,,2016,y,n,Rain
77,"PROVIDENCE, RI US",2016-03-18,0.02,0.0,,,,,,,,,,2016,y,n,Rain
78,"PROVIDENCE, RI US",2016-03-19,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
79,"PROVIDENCE, RI US",2016-03-20,0.0,0.0,,,,1.0,,,,,,2016,n,n,Hail
80,"PROVIDENCE, RI US",2016-03-21,0.23,2.6,1.0,,,,,,,1.0,,2016,y,y,Snow
81,"PROVIDENCE, RI US",2016-03-22,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
82,"PROVIDENCE, RI US",2016-03-23,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
83,"PROVIDENCE, RI US",2016-03-24,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
84,"PROVIDENCE, RI US",2016-03-25,0.03,0.0,1.0,1.0,,,,,,,,2016,y,n,Rain
85,"PROVIDENCE, RI US",2016-03-26,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
86,"PROVIDENCE, RI US",2016-03-27,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
87,"PROVIDENCE, RI US",2016-03-28,0.33,0.0,1.0,,,,,,,,,2016,y,n,Rain
88,"PROVIDENCE, RI US",2016-03-29,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
89,"PROVIDENCE, RI US",2016-03-30,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
90,"PROVIDENCE, RI US",2016-03-31,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
91,"PROVIDENCE, RI US",2016-04-01,0.04,0.0,1.0,,,,,,,,,2016,y,n,Rain
92,"PROVIDENCE, RI US",2016-04-02,0.69,0.0,1.0,,,,,,,,,2016,y,n,Rain
93,"PROVIDENCE, RI US",2016-04-03,0.47,0.8,1.0,,,,,,,,,2016,y,y,Snow
94,"PROVIDENCE, RI US",2016-04-04,0.67,5.9,1.0,1.0,,1.0,,,,,,2016,y,y,Snow
95,"PROVIDENCE, RI US",2016-04-05,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
96,"PROVIDENCE, RI US",2016-04-06,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
97,"PROVIDENCE, RI US",2016-04-07,1.44,0.0,1.0,,,,,,,,,2016,y,n,Rain
98,"PROVIDENCE, RI US",2016-04-08,0.01,0.0,1.0,,,,,,,,,2016,y,n,Rain
99,"PROVIDENCE, RI US",2016-04-09,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
100,"PROVIDENCE, RI US",2016-04-10,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
101,"PROVIDENCE, RI US",2016-04-11,0.01,0.0,,,,,,,,,,2016,y,n,Rain
102,"PROVIDENCE, RI US",2016-04-12,0.25,0.0,1.0,,,,,,,1.0,,2016,y,n,Rain
103,"PROVIDENCE, RI US",2016-04-13,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
104,"PROVIDENCE, RI US",2016-04-14,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
105,"PROVIDENCE, RI US",2016-04-15,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
106,"PROVIDENCE, RI US",2016-04-16,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
107,"PROVIDENCE, RI US",2016-04-17,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
108,"PROVIDENCE, RI US",2016-04-18,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
109,"PROVIDENCE, RI US",2016-04-19,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
110,"PROVIDENCE, RI US",2016-04-20,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
111,"PROVIDENCE, RI US",2016-04-21,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
112,"PROVIDENCE, RI US",2016-04-22,0.05,0.0,1.0,,1.0,,,,,,,2016,y,n,Thunderstorm
113,"PROVIDENCE, RI US",2016-04-23,0.14,0.0,1.0,,,,,,,,,2016,y,n,Rain
114,"PROVIDENCE, RI US",2016-04-24,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
115,"PROVIDENCE, RI US",2016-04-25,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
116,"PROVIDENCE, RI US",2016-04-26,0.14,0.0,1.0,,,,,,,,,2016,y,n,Rain
117,"PROVIDENCE, RI US",2016-04-27,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
118,"PROVIDENCE, RI US",2016-04-28,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
119,"PROVIDENCE, RI US",2016-04-29,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
120,"PROVIDENCE, RI US",2016-04-30,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
121,"PROVIDENCE, RI US",2016-05-01,0.1,0.0,1.0,,,,,,,,,2016,y,n,Rain
122,"PROVIDENCE, RI US",2016-05-02,0.15,0.0,1.0,,,,,,,,,2016,y,n,Rain
123,"PROVIDENCE, RI US",2016-05-03,0.3,0.0,1.0,,,,,,,,,2016,y,n,Rain
124,"PROVIDENCE, RI US",2016-05-04,0.29,0.0,1.0,,,,,,,,,2016,y,n,Rain
125,"PROVIDENCE, RI US",2016-05-05,0.02,0.0,1.0,,,,,,,,,2016,y,n,Rain
126,"PROVIDENCE, RI US",2016-05-06,0.22,0.0,1.0,,,,,,,,,2016,y,n,Rain
127,"PROVIDENCE, RI US",2016-05-07,0.02,0.0,1.0,,,,,,,,,2016,y,n,Rain
128,"PROVIDENCE, RI US",2016-05-08,0.02,0.0,1.0,,,,,,,,,2016,y,n,Rain
129,"PROVIDENCE, RI US",2016-05-09,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
130,"PROVIDENCE, RI US",2016-05-10,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
131,"PROVIDENCE, RI US",2016-05-11,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
132,"PROVIDENCE, RI US",2016-05-12,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
133,"PROVIDENCE, RI US",2016-05-13,0.36,0.0,1.0,,,,,,,,,2016,y,n,Rain
134,"PROVIDENCE, RI US",2016-05-14,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
135,"PROVIDENCE, RI US",2016-05-15,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
136,"PROVIDENCE, RI US",2016-05-16,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
137,"PROVIDENCE, RI US",2016-05-17,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
138,"PROVIDENCE, RI US",2016-05-18,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
139,"PROVIDENCE, RI US",2016-05-19,0.01,0.0,,,,,,,,,,2016,y,n,Rain
140,"PROVIDENCE, RI US",2016-05-20,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
141,"PROVIDENCE, RI US",2016-05-21,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
142,"PROVIDENCE, RI US",2016-05-22,0.02,0.0,,,,,,,,,,2016,y,n,Rain
143,"PROVIDENCE, RI US",2016-05-23,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
144,"PROVIDENCE, RI US",2016-05-24,0.17,0.0,1.0,,,,,,,,,2016,y,n,Rain
145,"PROVIDENCE, RI US",2016-05-25,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
146,"PROVIDENCE, RI US",2016-05-26,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
147,"PROVIDENCE, RI US",2016-05-27,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
148,"PROVIDENCE, RI US",2016-05-28,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
149,"PROVIDENCE, RI US",2016-05-29,0.0,0.0,1.0,,,,,,,1.0,,2016,n,n,Fog
150,"PROVIDENCE, RI US",2016-05-30,1.5,0.0,1.0,,,,,,,,,2016,y,n,Rain
151,"PROVIDENCE, RI US",2016-05-31,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
152,"PROVIDENCE, RI US",2016-06-01,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
153,"PROVIDENCE, RI US",2016-06-02,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
154,"PROVIDENCE, RI US",2016-06-03,0.01,0.0,,,,,,,,,,2016,y,n,Rain
155,"PROVIDENCE, RI US",2016-06-04,0.0,0.0,1.0,,,,,,,1.0,,2016,n,n,Fog
156,"PROVIDENCE, RI US",2016-06-05,0.58,0.0,1.0,,,,,,,,,2016,y,n,Rain
157,"PROVIDENCE, RI US",2016-06-06,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
158,"PROVIDENCE, RI US",2016-06-07,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
159,"PROVIDENCE, RI US",2016-06-08,0.03,0.0,,,1.0,,,,,,,2016,y,n,Thunderstorm
160,"PROVIDENCE, RI US",2016-06-09,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
161,"PROVIDENCE, RI US",2016-06-10,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
162,"PROVIDENCE, RI US",2016-06-11,0.14,0.0,1.0,,,,,,,,,2016,y,n,Rain
163,"PROVIDENCE, RI US",2016-06-12,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
164,"PROVIDENCE, RI US",2016-06-13,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
165,"PROVIDENCE, RI US",2016-06-14,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
166,"PROVIDENCE, RI US",2016-06-15,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
167,"PROVIDENCE, RI US",2016-06-16,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
168,"PROVIDENCE, RI US",2016-06-17,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
169,"PROVIDENCE, RI US",2016-06-18,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
170,"PROVIDENCE, RI US",2016-06-19,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
171,"PROVIDENCE, RI US",2016-06-20,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
172,"PROVIDENCE, RI US",2016-06-21,0.08,0.0,1.0,,1.0,,,,,,,2016,y,n,Thunderstorm
173,"PROVIDENCE, RI US",2016-06-22,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
174,"PROVIDENCE, RI US",2016-06-23,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
175,"PROVIDENCE, RI US",2016-06-24,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
176,"PROVIDENCE, RI US",2016-06-25,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
177,"PROVIDENCE, RI US",2016-06-26,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
178,"PROVIDENCE, RI US",2016-06-27,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
179,"PROVIDENCE, RI US",2016-06-28,0.17,0.0,1.0,,,,,,,,,2016,y,n,Rain
180,"PROVIDENCE, RI US",2016-06-29,0.04,0.0,1.0,,1.0,,,,,,,2016,y,n,Thunderstorm
181,"PROVIDENCE, RI US",2016-06-30,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
182,"PROVIDENCE, RI US",2016-07-01,0.32,0.0,1.0,,1.0,,,,,,,2016,y,n,Thunderstorm
183,"PROVIDENCE, RI US",2016-07-02,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
184,"PROVIDENCE, RI US",2016-07-03,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
185,"PROVIDENCE, RI US",2016-07-04,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
186,"PROVIDENCE, RI US",2016-07-05,0.41,0.0,1.0,,,,,,,,,2016,y,n,Rain
187,"PROVIDENCE, RI US",2016-07-06,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
188,"PROVIDENCE, RI US",2016-07-07,0.09,0.0,1.0,1.0,1.0,,,,,,,2016,y,n,Thunderstorm
189,"PROVIDENCE, RI US",2016-07-08,0.01,0.0,1.0,1.0,,,,,,,,2016,y,n,Rain
190,"PROVIDENCE, RI US",2016-07-09,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
191,"PROVIDENCE, RI US",2016-07-10,0.03,0.0,1.0,,,,,,,,,2016,y,n,Rain
192,"PROVIDENCE, RI US",2016-07-11,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
193,"PROVIDENCE, RI US",2016-07-12,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
194,"PROVIDENCE, RI US",2016-07-13,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
195,"PROVIDENCE, RI US",2016-07-14,0.53,0.0,1.0,,,,,,,,,2016,y,n,Rain
196,"PROVIDENCE, RI US",2016-07-15,0.29,0.0,1.0,1.0,1.0,,,,,,,2016,y,n,Thunderstorm
197,"PROVIDENCE, RI US",2016-07-16,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
198,"PROVIDENCE, RI US",2016-07-17,0.39,0.0,1.0,,1.0,,,,,,,2016,y,n,Thunderstorm
199,"PROVIDENCE, RI US",2016-07-18,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
200,"PROVIDENCE, RI US",2016-07-19,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
201,"PROVIDENCE, RI US",2016-07-20,0.0,0.0,,,,,,,,1.0,,2016,n,n,Smoke
202,"PROVIDENCE, RI US",2016-07-21,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
203,"PROVIDENCE, RI US",2016-07-22,0.91,0.0,1.0,,1.0,,,,,1.0,,2016,y,n,Thunderstorm
204,"PROVIDENCE, RI US",2016-07-23,0.8,0.0,1.0,1.0,1.0,,,,,,,2016,y,n,Thunderstorm
205,"PROVIDENCE, RI US",2016-07-24,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
206,"PROVIDENCE, RI US",2016-07-25,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
207,"PROVIDENCE, RI US",2016-07-26,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
208,"PROVIDENCE, RI US",2016-07-27,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
209,"PROVIDENCE, RI US",2016-07-28,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
210,"PROVIDENCE, RI US",2016-07-29,0.17,0.0,1.0,,,,,,,1.0,,2016,y,n,Rain
211,"PROVIDENCE, RI US",2016-07-30,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
212,"PROVIDENCE, RI US",2016-07-31,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
213,"PROVIDENCE, RI US",2016-08-01,0.42,0.0,1.0,,,,,,,,,2016,y,n,Rain
214,"PROVIDENCE, RI US",2016-08-02,0.53,0.0,1.0,,,,,,,,,2016,y,n,Rain
215,"PROVIDENCE, RI US",2016-08-03,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
216,"PROVIDENCE, RI US",2016-08-04,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
217,"PROVIDENCE, RI US",2016-08-05,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
218,"PROVIDENCE, RI US",2016-08-06,0.0,0.0,,,1.0,,,,,,,2016,n,n,Thunderstorm
219,"PROVIDENCE, RI US",2016-08-07,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
220,"PROVIDENCE, RI US",2016-08-08,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
221,"PROVIDENCE, RI US",2016-08-09,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
222,"PROVIDENCE, RI US",2016-08-10,0.33,0.0,1.0,,,,,,,,,2016,y,n,Rain
223,"PROVIDENCE, RI US",2016-08-11,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
224,"PROVIDENCE, RI US",2016-08-12,0.48,0.0,1.0,,1.0,,,,,,,2016,y,n,Thunderstorm
225,"PROVIDENCE, RI US",2016-08-13,0.19,0.0,1.0,,1.0,,,,,,,2016,y,n,Thunderstorm
226,"PROVIDENCE, RI US",2016-08-14,0.02,0.0,1.0,,1.0,,,,,,,2016,y,n,Thunderstorm
227,"PROVIDENCE, RI US",2016-08-15,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
228,"PROVIDENCE, RI US",2016-08-16,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
229,"PROVIDENCE, RI US",2016-08-17,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
230,"PROVIDENCE, RI US",2016-08-18,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
231,"PROVIDENCE, RI US",2016-08-19,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
232,"PROVIDENCE, RI US",2016-08-20,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
233,"PROVIDENCE, RI US",2016-08-21,0.0,0.0,1.0,,,,,,,,,2016,n,n,Fog
234,"PROVIDENCE, RI US",2016-08-22,0.74,0.0,1.0,,,,,,,,,2016,y,n,Rain
235,"PROVIDENCE, RI US",2016-08-23,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
236,"PROVIDENCE, RI US",2016-08-24,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
237,"PROVIDENCE, RI US",2016-08-25,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
238,"PROVIDENCE, RI US",2016-08-26,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
239,"PROVIDENCE, RI US",2016-08-27,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
240,"PROVIDENCE, RI US",2016-08-28,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
241,"PROVIDENCE, RI US",2016-08-29,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
242,"PROVIDENCE, RI US",2016-08-30,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
243,"PROVIDENCE, RI US",2016-08-31,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
244,"PROVIDENCE, RI US",2016-09-01,0.49,0.0,1.0,,,,,,,,,2016,y,n,Rain
245,"PROVIDENCE, RI US",2016-09-02,0.0,0.0,,,,,,,,,,2016,n,n,Clear/Cloudy
